Timestamp,v,i,p,q,h1_m,h1_p,h2_m,h2_p,h3_m,h3_p,h4_m,h4_p,h5_m,h5_p,h6_m,h6_p,h7_m,h7_p,h8_m,h8_p,h9_m,h9_p,h10_m,h10_p,h11_m,h11_p,h12_m,h12_p,h13_m,h13_p,h14_m,h14_p
2019-10-14 14:24:57,245.276,0.246,-2.0,-57.0,0.232,92.559,0.002,87.816,0.017,136.621,0.001,86.37899999999998,0.026,37.353,0.001,-1.612,0.022,102.456,0.001,-125.828,0.032,-90.173,0.002,-65.846,0.011,-3.379,0.006999999999999999,-146.101,0.026,-87.789,0.009000000000000001,175.18
2019-10-14 14:25:00,245.46,0.246,-2.0,-57.0,0.231,92.543,0.001,90.879,0.017,137.241,0.001,65.755,0.025,36.74,0.001,-4.052,0.024,101.182,0.001,-140.434,0.032,-93.343,0.001,-83.045,0.013,-23.711,0.001,-177.922,0.029,-95.065,0.001,154.05200000000005
2019-10-14 14:25:03,245.146,0.244,-2.0,-57.0,0.231,92.48,0.001,92.842,0.018000000000000002,138.137,0.001,64.768,0.025,34.847,0.0,-64.229,0.025,100.261,0.0,-100.133,0.033,-94.614,0.001,-115.183,0.014,-26.285,0.001,-171.00599999999997,0.027000000000000003,-97.277,0.0,90.734
2019-10-14 14:25:06,245.154,0.247,-3.0,-57.0,0.231,92.528,0.001,90.275,0.017,138.316,0.001,65.63600000000001,0.024,35.459,0.0,-1.632,0.025,101.838,0.0,-114.501,0.033,-94.827,0.001,-86.666,0.014,-28.651,0.001,-159.933,0.029,-98.786,0.0,178.638
2019-10-14 14:25:09,245.364,0.256,-2.0,-57.0,0.232,92.524,0.001,92.956,0.018000000000000002,137.67,0.001,73.265,0.025,33.508,0.001,20.007,0.025,101.372,0.001,-103.371,0.033,-93.139,0.002,-81.293,0.011,-1.819,0.008,-117.172,0.022,-88.17,0.01,-135.53799999999998
2019-10-14 14:25:12,245.257,0.257,-3.0,-57.0,0.232,92.558,0.001,110.638,0.018000000000000002,136.515,0.001,54.573,0.025,32.823,0.001,-147.247,0.025,99.345,0.001,-18.927,0.034,-95.071,0.001,-9.147,0.009000000000000001,-38.055,0.003,98.75,0.023,-94.333,0.003,64.128
2019-10-14 14:25:15,245.163,0.259,-2.0,-57.0,0.232,92.5,0.001,104.683,0.018000000000000002,137.369,0.001,61.351000000000006,0.025,32.719,0.001,-141.053,0.024,97.813,0.001,26.335,0.034,-94.261,0.001,28.067,0.009000000000000001,-39.509,0.002,-177.016,0.023,-93.651,0.002,121.331
2019-10-14 14:25:18,244.904,0.264,-2.0,-57.0,0.232,92.527,0.001,91.784,0.017,138.158,0.001,65.852,0.026,33.463,0.001,-117.873,0.024,98.714,0.001,12.931,0.033,-91.749,0.002,-25.923,0.01,-9.535,0.005,168.55,0.022,-76.42399999999998,0.008,110.018
2019-10-14 14:25:21,245.006,0.246,-2.0,-57.0,0.232,92.435,0.001,93.2,0.017,138.313,0.001,59.181,0.026,34.32,0.001,-81.388,0.024,100.168,0.001,-54.316,0.032,-93.107,0.002,178.81400000000005,0.011,-19.442,0.006,-162.25799999999995,0.025,-103.836,0.008,-153.842
2019-10-14 14:25:24,245.162,0.243,-3.0,-57.0,0.231,92.505,0.001,92.574,0.017,138.048,0.001,65.572,0.025,37.109,0.0,-74.079,0.025,101.331,0.0,-128.798,0.033,-95.362,0.001,-121.458,0.014,-29.243,0.001,-173.937,0.029,-98.216,0.001,153.887
